ZXR1500,50, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR9324,70, Private, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female
ZXR9325,55, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male
ZXR9326,29, Self-emp-not-inc, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male
ZXR9327,46, Private, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female
ZXR9328,35, Federal-gov, Some-college,10, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female
ZXR9329,31, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9330,37, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR9331,43, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male
ZXR9332,23, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male
ZXR9333,41, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male
ZXR9334,42, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female
ZXR9335,26, Private, 10th,6, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR9336,45, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR9337,25, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male
ZXR9338,33, ?, 7th-8th,4, Separated, ?, Not-in-family, White, Male
ZXR9339,38, Private, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR9340,28, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female
ZXR9341,68, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR9342,42, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9343,35, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male
ZXR9344,36, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female
ZXR9345,33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9346,22, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR9347,45, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR9348,24, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female
ZXR9349,57, Private, 1st-4th,2, Married-spouse-absent, Other-service, Not-in-family, White, Male
ZXR9350,36, Local-gov, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR9351,41, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR9352,26, Self-emp-not-inc, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female
ZXR9353,25, Self-emp-not-inc, Some-college,10, Never-married, Farming-fishing, Own-child, White, Female
ZXR9354,53, State-gov, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male
ZXR9355,28, Local-gov, Assoc-acdm,12, Widowed, Prof-specialty, Unmarried, White, Male
ZXR9356,30, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR9357,38, Self-emp-not-inc, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9358,37, Local-gov, Some-college,10, Divorced, Protective-serv, Unmarried, White, Male
ZXR9359,30, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR9360,41, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female
ZXR9361,29, ?, Some-college,10, Never-married, ?, Not-in-family, Black, Male
ZXR9362,31, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male
ZXR9363,36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9364,59, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR9365,33, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9366,29, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male
ZXR9367,49, State-gov, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR9368,50, Federal-gov, 10th,6, Separated, Craft-repair, Not-in-family, White, Male
ZXR9369,33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR9370,28, Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
ZXR9371,81, ?, HS-grad,9, Divorced, ?, Not-in-family, White, Female
ZXR9372,24, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female
ZXR9373,32, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9374,47, Federal-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male
ZXR9375,44, ?, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male
ZXR9376,24, Private, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male
ZXR9377,37, Local-gov, Some-college,10, Married-civ-spouse, Tech-support, Wife, White, Female
ZXR9378,51, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR9379,52, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR9380,22, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR9381,28, Private, Assoc-acdm,12, Never-married, Other-service, Not-in-family, Other, Male
ZXR9382,47, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9383,43, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9384,25, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male
ZXR9385,43, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR9386,25, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female
ZXR9387,59, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR9388,29, Private, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female
ZXR9389,30, Private, 9th,5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female
ZXR9390,24, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female
ZXR9391,38, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male
ZXR9392,37, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR9393,26, Private, Preschool,1, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male
ZXR9394,30, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Female
ZXR9395,73, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR9396,30, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male
ZXR9397,33, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male
ZXR9398,46, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR9399,40, ?, HS-grad,9, Married-civ-spouse, ?, Wife, Black, Female
ZXR9400,18, Private, 11th,7, Never-married, Other-service, Own-child, White, Male
ZXR9401,35, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female
ZXR9402,22, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female
ZXR9403,50, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male
ZXR9404,62, ?, 7th-8th,4, Widowed, ?, Not-in-family, Black, Male
ZXR9405,39, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR9406,22, Private, Some-college,10, Never-married, Sales, Own-child, White, Male
ZXR9407,33, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female
ZXR9408,31, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female
ZXR9409,29, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male
ZXR9410,38, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR9411,24, Private, Bachelors,13, Never-married, Sales, Own-child, White, Female
ZXR9412,29, Local-gov, HS-grad,9, Separated, Protective-serv, Other-relative, White, Female
ZXR9413,49, Federal-gov, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR9414,33, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR9415,28, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male
ZXR9416,22, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female
ZXR9417,37, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR9418,30, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9419,49, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9420,29, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR9421,25, Private, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Female
ZXR9422,36, Private, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female
ZXR9423,36, State-gov, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR9424,21, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male
ZXR9425,18, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female
ZXR9426,30, Local-gov, Assoc-voc,11, Never-married, Protective-serv, Not-in-family, White, Male
ZXR9427,44, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female
ZXR9428,40, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR9429,43, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR9430,45, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR9431,29, Private, Some-college,10, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Female
ZXR9432,40, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female
ZXR9433,43, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male
ZXR9434,20, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female
ZXR9435,32, State-gov, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male
ZXR9436,19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female
ZXR9437,21, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male
ZXR9438,23, Private, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
ZXR9439,24, Private, 11th,7, Never-married, Other-service, Not-in-family, Black, Female
ZXR9440,52, Private, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Male
ZXR9441,51, ?, Some-college,10, Divorced, ?, Unmarried, White, Female
ZXR9442,19, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male
ZXR9443,54, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male
ZXR9444,50, Private, HS-grad,9, Divorced, Machine-op-inspct, Other-relative, White, Female
ZXR9445,29, Private, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male
ZXR9446,17, Private, 10th,6, Never-married, Tech-support, Own-child, White, Male
ZXR9447,47, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female
ZXR9448,46, Private, Bachelors,13, Divorced, Prof-specialty, Unmarried, Black, Female
ZXR9449,30, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
ZXR9450,58, Private, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female
ZXR9451,48, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female
ZXR9452,23, Private, Some-college,10, Never-married, Protective-serv, Own-child, White, Male
ZXR9453,23, Private, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female
ZXR9454,45, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9455,20, Private, Some-college,10, Never-married, Sales, Own-child, Black, Male
ZXR9456,26, Private, 7th-8th,4, Never-married, Machine-op-inspct, Own-child, White, Male
ZXR9457,50, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female
ZXR9458,49, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male
ZXR9459,26, Private, Some-college,10, Never-married, Other-service, Other-relative, White, Male
ZXR9460,47, Private, Prof-school,15, Divorced, Adm-clerical, Not-in-family, White, Male
ZXR9461,31, Private, 12th,8, Never-married, Sales, Not-in-family, White, Male
ZXR9462,19, ?, Some-college,10, Never-married, ?, Own-child, White, Female
ZXR9463,23, Private, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male
ZXR9464,35, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9465,46, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9466,28, Self-emp-not-inc, 11th,7, Never-married, Craft-repair, Not-in-family, White, Male
ZXR9467,58, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR9468,21, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female
ZXR9469,50, Self-emp-not-inc, 10th,6, Divorced, Sales, Not-in-family, White, Female
ZXR9470,30, ?, 9th,5, Never-married, ?, Not-in-family, White, Female
ZXR9471,31, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR9472,31, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female
ZXR9473,35, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9474,33, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR9475,34, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR9476,67, ?, Prof-school,15, Married-civ-spouse, ?, Husband, White, Male
ZXR9477,37, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
ZXR9478,48, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR9479,34, Federal-gov, Bachelors,13, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male
ZXR9480,24, Private, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male
ZXR9481,55, Private, HS-grad,9, Divorced, Priv-house-serv, Not-in-family, White, Female
ZXR9482,50, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male
ZXR9483,40, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR9484,33, Private, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male
ZXR9485,51, Federal-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9486,30, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male
ZXR9487,41, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR9488,47, Local-gov, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR9489,27, Private, 7th-8th,4, Never-married, Farming-fishing, Own-child, White, Male
ZXR9490,37, Private, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female
ZXR9491,40, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9492,36, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR9493,37, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male
ZXR9494,38, Private, Prof-school,15, Separated, Prof-specialty, Not-in-family, White, Male
ZXR9495,40, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9496,35, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female
ZXR9497,47, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female
ZXR9498,20, ?, Some-college,10, Never-married, ?, Own-child, White, Male
ZXR9499,33, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR9500,45, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female
ZXR9501,66, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male
ZXR9502,35, Self-emp-not-inc, HS-grad,9, Never-married, Sales, Unmarried, Black, Female
ZXR9503,32, Private, 11th,7, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR9504,23, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, Black, Male
ZXR9505,19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female
ZXR9506,44, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male
ZXR9507,20, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male
ZXR9508,44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR9509,41, State-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR9510,19, Private, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female
ZXR9511,48, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female
ZXR9512,45, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male
ZXR9513,40, Private, 7th-8th,4, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male
ZXR9514,34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR9515,20, Private, Some-college,10, Never-married, Sales, Other-relative, Other, Female
ZXR9516,33, Private, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female
ZXR9517,30, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, White, Female
ZXR9518,23, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male
ZXR9519,34, Private, 10th,6, Divorced, Other-service, Unmarried, White, Female
ZXR9520,48, State-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
